河,146,river,"water, can",663
泊,147,overnight,"water, white",1233
湖,148,lake,"water, old, flesh",1344
測,149,fathom,"water, rule",761
土,150,soil,,307
吐,151,spit,"mouth, dirt",1674
圧,152,pressure,"cliff, soil",718
埼,153,cape,"land, strange",971
垣,154,hedge,"ground, span",1539
圭,155,square jewel,"soil, soil",1837
封,156,seal,"ivy, glue",1143
涯,157,horizon,"water, cliff, ivy",1525
寺,158,Buddhist temple,"land, glued to",879
時,159,time,"sun, Buddhist temple",16
均,160,level,"soil, ladle, drop",715
火,161,fire,,574
炎,162,inflammation,"fire, fire",1242
煩,163,anxiety,"fire, head",2081
淡,164,thin,"water, inflammation",1436
灯,165,lamp,"fire, street-sign",1605
畑,166,farm,"fire, rice field",1176
災,167,disaster,"flood, fire",976
灰,168,ashes,"cliff, fireplace",1717
点,169,spot,"fortune-telling, oven-fire",165
照,170,illuminate,"shining, oven-fire",1004
魚,171,fish,"bound up, rice field, cooking-fire",1208
漁,172,fishing,"water, fish",1094
里,173,ri,"rice field, land",1096
黒,174,black,"computer, fire",573
墨,175,black ink,"black, dirt",1616
鯉,176,carp,"fish, computer",2369
量,177,quantity,"nightbreak, ri",469
厘,178,rin,"cliff, computer",1835
埋,179,bury,"dirt, computer",1110
同,180,same,"hood, one, mouth",15
洞,181,den,"water, monk",1618
胴,182,trunk,"part of the body, same",1904
向,183,yonder,"drop, helmet, mouth",182
尚,184,esteem,"small, glass canopy, mouth",1531
字,185,character,"house, child",485
守,186,guard,"house, glued to",457
完,187,perfect,"house, beginning",595
宣,188,proclaim,"house, span",695
宵,189,wee hours,"house, candle",2262
安,190,relax,"house, woman",144
宴,191,banquet,"relax, day",1675
寄,192,draw near,"house, strange",673
富,193,wealth,"house, wealth",644
貯,194,savings,"money, house, nail",1100
木,195,tree,,317
林,196,grove,"tree, tree",656
森,197,forest,"tree, grove",609
桂,198,Japanese Judas-tree,"tree, ivy",1651
柏,199,oak,"tree, white",1606
枠,200,frame,"tree, nine, ten",922
梢,201,treetops,"tree, candle",
棚,202,shelf,"wood, companion",1594
杏,203,apricot,"tree, mouth",2159
桐,204,paulownia,"tree, monk",1668
植,205,plant,"tree, straightaway",699
枯,206,wither,"tree, old",1749
朴,207,crude,"tree, magic wand",1626
村,208,town,"tree, measurement",253
相,209,inter-,"tree, eye",45
机,210,desk,"wood, wind",1671
本,211,book,"tree, one",10
札,212,tag,"tree, fishhook",921
暦,213,calendar,"cliff, grove, day",1765
案,214,plan,"relax, tree",206
燥,215,parch,"hearth, goods, wood",1819
未,216,not yet,"tree, one",650
末,217,extremity,"tree, one",456
沫,218,splash,"water, extremity",
味,219,flavor,"mouth, not yet",442
妹,220,younger sister,"woman, not yet",1446
朱,221,vermilion,"drop, not yet",1788
株,222,stocks,"tree, vermilion",432
若,223,young,"flower, right",458
草,224,grass,"flower, early",967
苦,225,suffering,"flower, old",623
寛,226,tolerant,"house, flower, see",1377
薄,227,dilute,"flower, water, acupuncturist",1009
葉,228,leaf,"flower, generation, tree",414
模,229,imitation,"tree, graveyard",668
漠,230,vague,"water, graveyard",1611
墓,231,grave,"graveyard, soil",1337
暮,232,livelihood,"graveyard, sun",978
膜,233,membrane,"part of the body, graveyard",1804
苗,234,seedling,"flower, brains",1713
兆,235,portent,,1174
桃,236,peach tree,"tree, portent",1784
眺,237,stare,"eye, portent",1726
犬,238,dog,"drop, St Bernard dog",1326
状,239,status quo,"turtle, chihuahua",298
黙,240,silence,"black, chihuahua",1338
然,241,sort of thing,"flesh, chihuahua, oven-fire",401
荻,242,reed,"flower, pack of wild dogs, fire",1630
狩,243,hunt,"pack of wild dogs, guard",1785
猫,244,cat,"pack of wild dogs, seedling",1702
牛,245,cow,,1202
特,246,special,"cow, Buddhist temple",234
告,247,revelation,"cow, mouth",188
先,248,before,"cow, human legs",173
洗,249,wash,"water, before",1168
介,250,jammed in,"umbrella, walking stick",617
界,251,world,"rice field, jammed in",158
茶,252,tea,"flower, umbrella, wooden pole",1116
合,253,fit,"meeting, mouth",41
塔,254,pagoda,"dirt, flower, fit",1708
王,255,king,,684
玉,256,jewel,"drop, sceptre",737
宝,257,treasure,"house, jewel",1139
珠,258,pearl,"ball, vermilion",1711
現,259,present,"ball, see",85
狂,260,lunatic,"pack of wild dogs, king",1425
皇,261,emperor,"white bird, king",721
呈,262,display,"mouth, king",1571
全,263,whole,"umbrella, king",75
栓,264,plug,"tree, umbrella, sceptre",2199
理,265,logic,"jewel, computer",86
主,266,lord,"drop, king",95
注,267,pour,"water, candlestick",497
柱,268,pillar,"wood, candlestick",1119
金,269,gold,"umbrella, sceptre, drop, drop",53
銑,270,pig-iron,"metal, before",
鉢,271,bowl,"metal, book",1890
銅,272,copper,"metal, monk",1505
釣,273,angling,"gold, ladle",1542
針,274,needle,"gold, needle",505
銘,275,inscription,"gold, name",1394
鎮,276,tranquillize,"metal, true",1617
道,277,road-way,"neck, road",207
導,278,guidance,"road-way, glued to",354
辻,279,crossing,"cross, road",1614
迅,280,swift,"fishhook, crossing",1888
造,281,create,"revelation, way",429
迫,282,urge,"white, way",773
逃,283,escape,"turtle, road",931
辺,284,environs,"dagger, road",428
巡,285,patrol,"flood, road",1262
車,286,car,,333
連,287,take along,"car, road",30
軌,288,rut,"car, baseball team",1480
輸,289,transport,"vehicle, meeting, butcher",371
前,290,in front,"horns, butcher",27
各,291,each,"walking legs, mouth",243
格,292,status,"tree, each",281
略,293,abbreviation,"rice field, each",774
客,294,guest,"house, each",557
額,295,forehead,"guest, head",407
夏,296,summer,"head, walking legs",659
処,297,dispose,"walking legs, wind",547
条,298,twig,"walking legs, tree",363
落,299,fall,"flower, water, each",420
冗,300,superfluous,"crown, weather vane",1782
軍,301,army,"crown, vehicle",189
輝,302,radiance,"ray, chariot",1259
運,303,carry,"chariot, road",255
冠,304,crown,"crown, beginning, glued to",1503
夢,305,dream,"flower, eye, crown, evening",943
坑,306,pit,"soil, whirlwind",2040
高,307,tall,"top hat, mouth, hood, mouth",65
享,308,receive,"tall, child",1893
塾,309,cram school,"receive, fat man, ground",1297
熟,310,mellow,"receive, fat man, cooking-fire",1415
亭,311,pavilion,"tall, crown, nail",1627
京,312,capital,"tall, small",74
涼,313,refreshing,"water, capital",1783
景,314,scenery,"sun, capital",419
鯨,315,whale,"fish, capital",1486
舎,316,cottage,"umbrella, lidded crock",1170
周,317,circumference,"glass cover, lidded crock",562
週,318,week,"lap, road",540
士,319,gentleman,,526
吉,320,good luck,"samurai, mouth",711
壮,321,robust,"turtle, samurai",1657
荘,322,villa,"flower, turtle-samurai",1489
売,323,sell,"samurai, crown, human legs",202
学,324,study,"school house, child",63
覚,325,memorize,"school house, see",710
栄,326,flourish,"school house, tree",920
書,327,write,"brush, tongue wagging in the mouth",169
津,328,haven,"water, brush",1036
牧,329,breed,"cow, taskmaster",1360
攻,330,aggression,"craft, taskmaster",532
敗,331,failure,"clam, taskmaster",516
枚,332,sheet of...,"tree, taskmaster",911
故,333,happenstance,"old, taskmaster",612
敬,334,awe,"flower, phrase, taskmaster",1078
言,335,say,,83
警,336,admonish,"awe, words",366
計,337,plot,"words, needle",228
獄,338,prison,"pack of wild dogs, words, chihuahua",1529
訂,339,revise,"words, nail",1690
討,340,chastise,"words, glue",528
訓,341,instruction,"words, stream",1134
詔,342,imperial edict,"words, seduce",2239
詰,343,packed,"words, aerosol can",1020
話,344,tale,"words, tongue",134
詠,345,recitation,"words, eternity",2000
詩,346,poem,"words, Buddhist temple",1196
語,347,word,"say, I",301
読,348,read,"words, sell",618
調,349,tune,"words, lap",87
談,350,discuss,"words, inflammation",272
諾,351,consent,"words, young",1490
諭,352,rebuke,"words, meeting, butcher",1461
式,353,style,"arrow, craft",251
試,354,test,"speech, style",392
弐,355,II,"quiver, two",
域,356,range,"land, fiesta, mouth, floor",396
賊,357,burglar,"money, fiesta, needle",2045
栽,358,plantation,"Thanksgiving, tree",1496
載,359,load,"Thanksgiving, wagon",825
茂,360,overgrown,"flower, parade",1188
成,361,turn into,"parade, dagger",116
城,362,castle,"dirt, turn into",795
誠,363,sincerity,"words, turn into",1128
威,364,intimidate,"march, woman",1103
滅,365,destroy,"water, march, fire",1222
減,366,dwindle,"water, march, mouth",261
桟,367,scaffold,"tree, float",2093
銭,368,coin,"gold, float",1008
浅,369,shallow,"water, float",1253
止,370,stop,,310
歩,371,walk,"footprint, few",554
渉,372,ford,"water, walk",499
頻,373,repeatedly,"walk, head",1590
肯,374,agreement,"footprint, flesh",1813
企,375,undertake,"umbrella, stop",278
歴,376,curriculum,"cliff, grove, stop",632
武,377,warrior,"quiver, stop",387
賦,378,levy,"money, warrior",
正,379,correct,"one, footprint",143
証,380,evidence,"words, correct",306
政,381,politics,"correct, taskmaster",17
定,382,determine,"house, mending",48
錠,383,lock,"metal, determine",1934
走,384,run,"soil, mending",626
超,385,transcend,"run, seduce",597
赴,386,proceed,"run, divining rod",1649
越,387,surpass,"run, parade",897
是,388,just so,"day, mending",1045
題,389,topic,"just so, head",96
堤,390,dike,"earth, just so",1658
建,391,build,"stretch, brush",300
延,392,prolong,"stretch, drop, stop",747
誕,393,nativity,"words, prolong",1024
礎,394,cornerstone,"stone, grove, zoo",1224
婿,395,bridegroom,"woman, zoo, month",2099
衣,396,garment,,1214
裁,397,tailor,"Thanksgiving, clothes",297
装,398,attire,"turtle-samurai, clothes",657
裏,399,back,"top hat, computer, scarf",812
壊,400,demolition,"ground, needle, eye, clothing",727
哀,401,pathetic,"top hat, mouth, scarf",1715
遠,402,distant,"lidded crock, scarf, road",887
猿,403,monkey,"pack of wild dogs, lidded crock, scarf",1772
初,404,first time,"cloak, dagger",152
布,405,linen,"by one's side, towel",877
帆,406,sail,"towel, mediocre",1923
幅,407,hanging scroll,"towel, wealth",641
帽,408,cap,"towel, risk",1742
幕,409,curtain,"graveyard, towel",835
幌,410,canopy,"towel, sun, ray",1309
錦,411,brocade,"metal, white, towel",1440
市,412,market,"top hat, towel",42
姉,413,elder sister,"woman, market",1473
肺,414,lungs,"flesh, market",1387
帯,415,sash,"buckle, apron",746
滞,416,stagnate,"water, sash",1107
刺,417,thorn,"tree, belt, saber",1031
制,418,system,"cow, belt, saber",108
製,419,made in...,"system, clothing",488
転,420,revolve,"car, rising cloud",327
芸,421,technique,"flower, rising cloud",719
雨,422,rain,,950
雲,423,cloud,"rain, rising cloud",1256
曇,424,cloudy weather,"sun, cloud",1899
雷,425,thunder,"weather, rice field",1491
霜,426,frost,"weather, inter-",2151
冬,427,winter,"walking legs, ice",1090
天,428,heavens,"ceiling, St Bernard dog",512
橋,429,bridge,"tree, angel",553
嬌,430,attractive,"woman, angel",
立,431,stand up,,58
泣,432,cry,"water, stand up",1380
章,433,badge,"vase, sunflower",990
競,434,vie,"stand up, stand up, teenager, teenager",610
帝,435,sovereign,"stand up, apron",1276
童,436,juvenile,"stand up, computer",1138
瞳,437,pupil,"eye, juvenile",2069
鐘,438,bell,"metal, juvenile",1681
商,439,make a deal,"stand up, glass cover, human legs, mouth",413
嫡,440,legitimate wife,"woman, antique",2130
適,441,suitable,"antique, road",670
滴,442,drip,"water, antique",2019
敵,443,enemy,"antique, taskmaster",1205
匕,444,spoon,,
北,445,north,"something added, sitting on the ground",153
背,446,stature,"north, part of the body",696
比,447,compare,"spoon, spoon",329
昆,448,descendants,"sun, compare",1688
皆,449,all,"compare, white",1267
混,450,mix,"water, descendants",824
渇,451,thirst,"water, siesta",1944
謁,452,audience,"words, siesta",
褐,453,brown,"cloak, siesta",2186
喝,454,hoarse,"mouth, siesta",1858
旨,455,delicious,"spoon, day",1166
脂,456,fat,"flesh, delicious",1548
壱,457,I (one),"samurai, crown, sitting on the ground",2351
毎,458,every,"lying, mama",436
敏,459,cleverness,"every, taskmaster",1042
梅,460,plum,"tree, every",1232
海,461,sea,"water, every",200
乞,462,beg,"lying down, hook",2478
乾,463,drought,"mist, beg",1453
腹,464,abdomen,"part of the body, double back",1286
複,465,duplicate,"cloak, double back",915
欠,466,lack,,860
吹,467,blow,"mouth, lack",1133
炊,468,cook,"fire, yawn",1777
歌,469,song,"can, can, yawn",519
軟,470,soft,"car, yawn",1269
次,471,next,"ice, yawn",222
茨,472,briar,"flower, second",1203
資,473,assets,"next, money",179
姿,474,figure,"second, woman",441
諮,475,consult with,"words, second, mouth",1345
賠,476,compensation,"clam, muzzle",1243
培,477,cultivate,"soil, muzzle",1431
剖,478,divide,"muzzle, saber",1918
音,479,sound,"stand up, tongue wagging in the mouth",491
暗,480,darkness,"sun, sound",1040
韻,481,rhyme,"sound, employee",2148
識,482,discriminating,"words, kazoo",496
鏡,483,mirror,"metal, mirror",1506
境,484,boundary,"land, mirror",346
亡,485,deceased,"top hat, hook",661
盲,486,blind,"perish, eye",1767
妄,487,delusion,"perish, woman",2264
荒,488,laid waste,"flower, perish, flood",1099
望,489,ambition,"perish, moon, king",470
方,490,direction,"top hat, dagger",46
妨,491,disturb,"woman, compass",1482
坊,492,boy,"dirt, compass",1832
芳,493,perfume,"flower, compass",1302
肪,494,obese,"flesh, compass",1878
訪,495,call on,"words, compass",372
放,496,set free,"compass, taskmaster",288
激,497,violent,"water, white, compass, taskmaster",560
脱,498,undress,"flesh, devil",782
説,499,rumor,"words, devil",326
鋭,500,pointed,"metal, devil",1395
曽,501,formerly,"horns, brain, tongue wagging in the mouth",1320
増,502,increase,"soil, increase",231
贈,503,presents,"money, increase",1001
東,504,east,"tree, sun",37
棟,505,ridgepole,"wood, east",1406
凍,506,frozen,"ice, east",1284
妊,507,pregnancy,"woman, porter",1413
廷,508,courts,"porter, stretch",1439
染,509,dye,"water, nine, tree",837
燃,510,burn,"hearth, sort of thing",948
賓,511,V.I.P.,"house, ceiling, few, money",1677
歳,512,year-end,"stop, march, small",269
県,513,prefecture,"eye, fishhook, small",140
栃,514,horse chestnut,"tree, cliff, ten thousand",1427
地,515,ground,"soil, scorpion",40
池,516,pond,"water, scorpion",827
虫,517,insect,,1351
蛍,518,lightning-bug,"school house, insect",2031
蛇,519,snake,"insect, house, spoon",1721
虹,520,rainbow,"insect, craft",2110
蝶,521,butterfly,"insect, generation, tree",2011
独,522,single,"pack of wild dogs, insect",365
蚕,523,silkworm,"heavens, insect",2272
風,524,wind,"wind, gnats",558
己,525,self,,1098
起,526,rouse,"run, snake",374
妃,527,queen,"woman, snake",1752
改,528,reformation,"snake, taskmaster",147
記,529,scribe,"words, snake",149
包,530,wrap,"bound up, snake",954
胞,531,placenta,"part of the body, wrap",1379
砲,532,cannon,"stone, wrap",1268
泡,533,bubbles,"water, wrap",1872
亀,534,tortoise,"bound up, sun, sun, fishhook",1353
電,535,electricity,"rain, eel",268
竜,536,dragon,"vase, eel",1195
滝,537,waterfall,"water, dragon",1478
豚,538,pork,"flesh, sow",1864
逐,539,pursue,"sow, road",2230
遂,540,consummate,"horns, sow, road",1423
家,541,house,"house, sow",133
嫁,542,marry into,"woman, house",1581
豪,543,overpowering,"tall, crown, sow",1104
腸,544,intestines,"flesh, piggy bank",1807
場,545,location,"soil, piggy bank",52
湯,546,hot water,"water, piggy bank",1356
羊,547,sheep,,1852
美,548,beauty,"sheep, large",462
洋,549,ocean,"water, sheep",763
詳,550,detailed,"words, sheep",1178
鮮,551,fresh,"fish, sheep",355
達,552,accomplished,"soil, sheep, road",500
羨,553,envious,"sheep, water, yawn",
差,554,distinction,"wool, craft",449
着,555,don,"wool, eye",376
唯,556,solely,"mouth, turkey",1292
焦,557,char,"turkey, oven-fire",973
礁,558,reef,"rock, char",1977
集,559,gather,"turkey, tree",210
准,560,quasi-,"ice, turkey",1441
進,561,advance,"turkey, road",142
雑,562,miscellaneous,"baseball, tree, turkey",839
雌,563,feminine,"footprint, spoon, turkey",1951
準,564,semi-,"water, turkey, needle",425
奮,565,stirred up,"St Bernard dog, turkey, brains",1521
奪,566,rob,"St Bernard dog, turkey, glue",974
確,567,assurance,"rock, turkey-house",252
午,568,noon,,154
許,569,permit,"words, horse",720
歓,570,delight,"flying horse, yawn",1065
権,571,authority,"tree, Pegasus",156
観,572,outlook,"Pegasus, see",476
羽,573,feathers,,748
習,574,learn,"feathers, white bird",706
翌,575,the following,"feathers, vase",1070
曜,576,weekday,"day, feathers, turkey",940
濯,577,laundry,"water, feathers, turkey",1698
曰,578,sayeth,"pent in, one",
困,579,quandary,"pent in, tree",843
固,580,harden,"pent in, old",750
国,581,country,"pent in, jewel",3
団,582,group,"pent in, glue",213
因,583,cause,"pent in, St Bernard dog",636
姻,584,matrimony,"woman, cause",1985
園,585,park,"pent in, lidded crock, scarf",628
回,586,#NAME?,"pent in, mouth",50
壇,587,podium,"ground, top hat, -times, nightbreak",1512
店,588,store,"cave, fortune-telling",378
庫,589,warehouse,"cave, car",852
庭,590,courtyard,"cave, courts",816
庁,591,government office,"cave, spike",793
床,592,bed,"cave, tree",1175
麻,593,hemp,"cave, grove",1142
磨,594,grind,"hemp, stone",1608
心,595,heart,,157
忘,596,forget,"perish, heart",1129
忍,597,endure,"blade, heart",1700
認,598,acknowledge,"words, endure",198
忌,599,mourning,"snake, heart",1882
志,600,intention,"samurai, heart",823
誌,601,document,"words, intention",851
忠,602,loyalty,"in, heart",1113
串,603,shish kebab,,2139
患,604,afflicted,"shish kebab, heart",796
思,605,think,"brains, heart",132
恩,606,grace,"cause, heart",1418
応,607,apply,"cave, heart",266
意,608,idea,"sound, heart",99
想,609,concept,"inter-, heart",381
息,610,breath,"nose, heart",882
憩,611,recess,"tongue, nose, heart",1731
恵,612,favor,"needle, brains, heart",925
恐,613,fear,"craft, mediocre, heart",878
惑,614,beguile,"fiesta, mouth, floor, heart",777
感,615,emotion,"march, mouth, heart",233
憂,616,melancholy,"head, crown, heart, walking legs",1625
寡,617,widow,"house, head, sword",2035
忙,618,busy,"state of mind, perish",1475
悦,619,ecstasy,"state of mind, devil",1762
恒,620,constancy,"state of mind, span",1314
悼,621,lament,"state of mind, eminent",1645
悟,622,enlightenment,"state of mind, I",1411
怖,623,dreadful,"state of mind, linen",1325
慌,624,disconcerted,"state of mind, laid waste",1826
悔,625,repent,"state of mind, every",1460
憎,626,hate,"state of mind, increase",1808
慣,627,accustomed,"state of mind, pierce",1177
愉,628,pleasure,"state of mind, meeting, butcher",1974
惰,629,lazy,"state of mind, left, flesh",2336
慎,630,humility,"state of mind, true",999
憾,631,remorse,"state of mind, emotion",1682
憶,632,recollection,"state of mind, idea",1324
慕,633,pining,"graveyard, valentine",2100
添,634,annexed,"water, heavens, valentine",1501
必,635,invariably,"heart, something added",265
泌,636,ooze,"water, invariably",2112
手,637,hand,,60
看,638,watch over,"hand, eye",1060
摩,639,chafe,"hemp, hand",1252
我,640,ego,"hand, fiesta",829
義,641,righteousness,"sheep, ego",415
議,642,deliberation,"words, righteousness",25
犠,643,sacrifice,"cow, righteousness",1189
抹,644,rub,"finger, extremity",2006
抱,645,embrace,"finger, wrap",871
搭,646,board,"finger, flower, fit",1472
抄,647,extract,"fingers, few",2328
抗,648,confront,"fingers, whirlwind",666
批,649,criticism,"finger, compare",568
招,650,beckon,"finger, seduce",840
拓,651,clear the land,"fingers, rock",1526
拍,652,clap,"fingers, white",1373
打,653,strike,"fingers, spike",239
拘,654,arrest,"fingers, phrase",1336
捨,655,discard,"fingers, cottage",1266
拐,656,kidnap,"finger, mouth, dagger",1498
摘,657,pinch,"finger, antique",564
挑,658,challenge,"fingers, portent",989
指,659,finger,"fingers, delicious",155
持,660,hold,"fingers, Buddhist temple",119
括,661,fasten,"finger, tongue",1026
揮,662,brandish,"finger, chariot",946
推,663,conjecture,"fingers, turkey",507
揚,664,hoist,"fingers, piggy bank",1316
提,665,propose,"fingers, just so",254
損,666,damage,"finger, employee",807
拾,667,pick up,"fingers, fit",1479
担,668,shouldering,"fingers, nightbreak",422
拠,669,foothold,"fingers, dispose",858
描,670,sketch,"fingers, seedling",876
操,671,maneuver,"fingers, goods, tree",1016
接,672,touch,"fingers, vase, woman",523
掲,673,put up a notice,"fingers, siesta",899
掛,674,hang,"fingers, ivy, magic wand",1027
研,675,polish,"stone, two hands",336
戒,676,commandment,"fiesta, two hands",1062
械,677,contraption,"tree, commandment",1321
鼻,678,nose,"nose, brains, two hands",1632
刑,679,punish,"two hands, saber",864
型,680,mould,"punish, soil",482
才,681,genius,,1497
財,682,property,"clam, genie",494
材,683,lumber,"tree, genie",565
存,684,suppose,"genie in the bottle, child",577
在,685,exist,"genie in the bottle, soil",211
乃,686,from,,1978
携,687,portable,"fingers, turkey, fist",1017
及,688,reach out,,544
吸,689,suck,"mouth, outstretched hands",1054
扱,690,handle,"finger, outstretched hands",1057
丈,691,length,,1375
史,692,history,"mouth, tucked under the arm",511
吏,693,officer,"one, history",
更,694,grow late,"ceiling, sun, tucked under the arm",861
硬,695,stiff,"rock, grow late",1101
又,696,or again,,1874
双,697,pair,"crotch, crotch",1029
桑,698,mulberry,"crotch, crotch, crotch, tree",1650
隻,699,vessels,"turkey, crotch",1546
護,700,safeguard,"words, flower, vessels",351
獲,701,seize,"pack of wild dogs, flower, vessels",964
奴,702,guy,"woman, crotch",1932
怒,703,angry,"guy, heart",1221
友,704,friend,"by one's side, crotch",622
抜,705,slip out,"fingers, friend",726
投,706,throw,"fingers, missile",236
没,707,drown,"water, missile",1385
設,708,establishment,"words, missile",145
撃,709,beat,"car, missile, hand",473
殻,710,husk,"samurai, superfluous, missile",1892
支,711,branch,"needle, crotch",159
技,712,skill,"fingers, branch",434
枝,713,bough,"tree, branch",1401
肢,714,limb,"part of the body, branch",2289
茎,715,stalk,"flower, spool",2013
怪,716,suspicious,"state of mind, spool",1634
軽,717,lightly,"car, spool",790
叔,718,uncle,"above, small, crotch",1950
督,719,coach,"uncle, eye",534
寂,720,loneliness,"house, uncle",1599
淑,721,graceful,"water, uncle",1922
反,722,anti-,"cliff, crotch",191
坂,723,slope,"ground, anti-",865
板,724,plank,"tree, anti-",926
返,725,return,"anti-, road",685
販,726,marketing,"money, anti-",627
爪,727,claw,,2025
妥,728,gentle,"vulture, woman",1102
乳,729,milk,"fledgling, hook",1289
浮,730,floating,"water, fledgling",776
将,731,leader,"turtle, vulture, glue",634
奨,732,exhort,"leader, St Bernard dog",1445
採,733,pick,"finger, vulture, tree",607
菜,734,vegetable,"flower, vulture, tree",1327
受,735,accept,"birdhouse, crotch",136
授,736,impart,"fingers, accept",535
愛,737,love,"birdhouse, heart, walking legs",640
払,738,pay,"finger, elbow",813
広,739,wide,"cave, elbow",263
拡,740,broaden,"fingers, wide",611
鉱,741,mineral,"metal, wide",1376
弁,742,valve,"elbow, two hands",619
雄,743,masculine,"by one's side, elbow, turkey",669
台,744,pedestal,"elbow, mouth",262
怠,745,neglect,"pedestal, heart",1703
治,746,reign,"water, pedestal",109
始,747,commence,"woman, pedestal",244
